id,feedback,number_positive,positive_sentiment,number_negative,negative_sentiment,annotation,intention,total_lenght,negative_lengt,severity,similarity_score,total_score
237,"Hello,

please delete my energy savings account (iESA).",1,0.4,0,0.0,"<Participant name=""""><Sentence id=""19""><Suggestive freq=""1"">Hello  please delete my energy savings account iESA.</Suggestive></Sentence></Participant>",0.82,55,0,0.0,0.0,0.0
117,"Please correct my district heating meter number.
Currently entered is 5633, since 07.07.2014 I got a new meter with the no. 4622.
Thank you.",1,0.4,1,-0.4,"<Participant name=""""><Sentence id=""57""><POS_opinion freq=""2"">Please correct my district heating meter number.</POS_opinion></Sentence><Sentence id=""59""><Informative freq=""1"">Currently entered is 5633 since 07.07.2014</Informative></Sentence><Sentence id=""61""><Assertive freq=""1"">I got a new meter with the no.</Assertive></Sentence><Sentence id=""63""><Informative freq=""1"">4622.</Informative></Sentence><Sentence id=""65""><Thank freq=""1"">Thank you.</Thank></Sentence></Participant>",0.76,140,79,0.5642857142857143,0.058823529411764705,0.12495798319327732
118,"Good morning,
I have an air source heat pump with a multi-rate meter. On the overview ""heating"" (heating energy September 2015) appears only ""similar households"". In ""My consumption"" nothing is displayed. Can you explain why that is the case?
Gladly I can also send you a screenshot.
Regards",1,0.4,2,-0.4,"<Participant name=""""><Sentence id=""104""><Assertive freq=""1"">Good morning I have an air source heat pump with a multi rate meter.</Assertive></Sentence><Sentence id=""106""><Informative freq=""1"">On the overview heating heating energy September 2015 appears only similar households.</Informative></Sentence><Sentence id=""108""><Informative freq=""1"">In My consumption nothing is displayed.</Informative></Sentence><Sentence id=""110""><Question freq=""1"">Can you explain why that is the case?</Question></Sentence><Sentence id=""112""><Assertive freq=""1"">Gladly I can also send you a screenshot.</Assertive></Sentence><Sentence id=""114""><Informative freq=""1"">Regards</Informative></Sentence></Participant>",0.5499999999999999,291,125,0.42955326460481097,0.17391304347826086,0.3094875242790976
92,"Good Morning,
It is already quite often occurred that there is a strong deviation between the total consumption and the individual data entered! There was added partly an estimated power consumption of 12,000 kWh. I thought with the Export-delete and re-import this would be done now, but I can not define a NT neither HT counter!! Furthermore, how can I import the previous bills?
Request for recovery and cleanup my account / meter data!
Best regards",1,0.4,3,-0.4000000000000001,"<Participant name=""""><Sentence id=""165""><POS_opinion freq=""2"">Good Morning It is already quite often occurred that there is a strong deviation between the total consumption and the individual data entered!</POS_opinion></Sentence><Sentence id=""167""><Informative freq=""1"">There was added partly an estimated power consumption of 12 000 kWh.</Informative></Sentence><Sentence id=""169""><NEG_opinion freq=""3"">I thought with the Export delete and re import this would be done now but I can not define a NT neither HT counter!! Furthermore how can I import the previous bills?</NEG_opinion><Assertive freq=""1"">I thought with the Export delete and re import this would be done now but I can not define a NT neither HT counter!! Furthermore how can I import the previous bills?</Assertive><Question freq=""2"">I thought with the Export delete and re import this would be done now but I can not define a NT neither HT counter!! Furthermore how can I import the previous bills?</Question><Suppositive freq=""1"">I thought with the Export delete and re import this would be done now but I can not define a NT neither HT counter!! Furthermore how can I import the previous bills?</Suppositive></Sentence><Sentence id=""171""><Informative freq=""1"">Request for recovery and cleanup my account / meter data!</Informative></Sentence><Sentence id=""173""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.5499999999999999,452,241,0.5331858407079646,0.13333333333333333,0.2510914454277286
218,Why the meter readings of the app are not transmitted?,0,0.0,1,-0.4,"<Participant name=""""><Sentence id=""22""><NEG_opinion freq=""2"">Why the meter readings of the app are not transmitted?</NEG_opinion></Sentence></Participant>",0.0,54,54,1.0,0.06666666666666667,0.09333333333333332
73,"I have not yet received any evaluation via e-mail for January 2016th.
Best regards",0,0.0,1,-0.4,"<Participant name=""""><Sentence id=""34""><Assertive freq=""1"">I have not yet received any evaluation via e mail for January 2016th.</Assertive><POS_opinion freq=""2"">I have not yet received any evaluation via e mail for January 2016th.</POS_opinion></Sentence><Sentence id=""36""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.76,82,69,0.8414634146341463,0.07142857142857142,0.1429616724738676
52,"Dear Ladies and Gentlemen,
I have now signed up for energiesparkonto.de, however, even after login / confirmation of my mail account I can not enter any data (read access only). How can I change this?
Best regards",0,0.0,1,-0.4,"<Participant name=""""><Sentence id=""79""><Assertive freq=""1"">Dear Ladies and Gentlemen I have now signed up for energiesparkonto.de</Assertive><POS_opinion freq=""2"">Dear Ladies and Gentlemen I have now signed up for energiesparkonto.de</POS_opinion></Sentence><Sentence id=""81""><NEG_opinion freq=""1"">however even after login / confirmation of my mail account I can not enter any data read access only.</NEG_opinion><Descriptive freq=""1"">however even after login / confirmation of my mail account I can not enter any data read access only.</Descriptive><Assertive freq=""1"">however even after login / confirmation of my mail account I can not enter any data read access only.</Assertive><POS_opinion freq=""2"">however even after login / confirmation of my mail account I can not enter any data read access only.</POS_opinion></Sentence><Sentence id=""83""><Question freq=""1"">How can I change this?</Question></Sentence><Sentence id=""85""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.4525,213,172,0.8075117370892019,0.045454545454545456,0.0754550789586001
53,"Hello,
every month the same thing: My email address and my password is not accepted. Why?
Last month I had complained that you have not sent me the current energy savings account.
The answer is still open.
Best regards",1,0.4,3,-0.4000000000000001,"<Participant name=""""><Sentence id=""84""><NEG_opinion freq=""2"">Hello every month the same thing: My email address and my password is not accepted.</NEG_opinion><POS_opinion freq=""2"">Hello every month the same thing: My email address and my password is not accepted.</POS_opinion></Sentence><Sentence id=""86""><Informative freq=""1"">Why?</Informative></Sentence><Sentence id=""88""><NEG_opinion freq=""1"">Last month I had complained that you have not sent me the current energy savings account.</NEG_opinion><Assertive freq=""1"">Last month I had complained that you have not sent me the current energy savings account.</Assertive></Sentence><Sentence id=""90""><NEG_opinion freq=""2"">The answer is still open.</NEG_opinion></Sentence><Sentence id=""92""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.76,218,176,0.8073394495412844,0.058823529411764705,0.13925526173772262
35,"Hello, 
only Hieroglyphen appear when I viewing my household??? I can not enter any meter readings?? What's happening??
Greetings",0,0.0,1,-0.4,"<Participant name=""""><Sentence id=""48""><Descriptive freq=""2"">Hello only Hieroglyphen appear when I viewing my household???</Descriptive></Sentence><Sentence id=""50""><NEG_opinion freq=""1"">I can not enter any meter readings?? What is happening?? Greetings</NEG_opinion><Assertive freq=""1"">I can not enter any meter readings?? What is happening?? Greetings</Assertive><Question freq=""1"">I can not enter any meter readings?? What is happening?? Greetings</Question></Sentence></Participant>",0.35000000000000003,129,61,0.4728682170542636,0.05555555555555555,0.0679371231696813
182,"Hello,
i think the idea you follow with iESA is very good.
TIl now i built EXCEL tables, what is costly and reminder to read off wasnt there.
Also i forgot it very often. This could be good solution - comparison with average is also aviable.

so far so good. Though i bumped on a problem on the site pretty fast, for which i didnt find a solution.

You offer indeed a section for photovoltaic, but in my opinion there is inevitably an fault created in your evaluation : 
indeed i have two direction meter for measuring the electricity consumped from electricity supply system and injected into supply system by me.
But when i enter the data here on this page as u have scheduled, you take my entries and calculate my consumptions from supply system, also you take my injected electricity to calculate the output from my photovoltaic device. But both is wrong, where is the consumption of electricity produced by myself? For example i consumed in march 72% of total device production myself. This self-used electricity is not shown in both meters.
It sounds a bit like you expect the device to inject complete produced electricity, that absolutly doesnt make sence because of current regulations. The goal is self consumption! And that i get (and others surely too) to such high values, since i combined a battery with the system.

So a field would be needed to enter absolute values and not meter readings. I have this values because they are collected by the system monitor of the battery.

Do you know about this problem and do you already have solution?

Best regards",5,0.4,8,-0.39999999999999997,"<Participant name=""""><Sentence id=""573""><POS_opinion freq=""3"">Hello i think the idea you follow with iESA is very good.</POS_opinion><Suppositive freq=""2"">Hello i think the idea you follow with iESA is very good.</Suppositive></Sentence><Sentence id=""575""><NEG_opinion freq=""1"">TIl now i built EXCEL tables what is costly and reminder to read off was not there.</NEG_opinion><POS_opinion freq=""1"">TIl now i built EXCEL tables what is costly and reminder to read off was not there.</POS_opinion></Sentence><Sentence id=""577""><POS_opinion freq=""1"">Also i forgot it very often.</POS_opinion></Sentence><Sentence id=""579""><NEG_opinion freq=""1"">This could be good solution comparison with average is also aviable.</NEG_opinion><POS_opinion freq=""1"">This could be good solution comparison with average is also aviable.</POS_opinion></Sentence><Sentence id=""581""><POS_opinion freq=""2"">so far so good.</POS_opinion></Sentence><Sentence id=""583""><NEG_opinion freq=""1"">Though i bumped on a problem on the site pretty fast for which i did not find a solution.</NEG_opinion><Descriptive freq=""1"">Though i bumped on a problem on the site pretty fast for which i did not find a solution.</Descriptive><POS_opinion freq=""4"">Though i bumped on a problem on the site pretty fast for which i did not find a solution.</POS_opinion></Sentence><Sentence id=""585""><Responsive freq=""2"">You offer indeed a section for photovoltaic but in my opinion there is inevitably an fault created in your evaluation indeed i have two direction meter for measuring the electricity consumped from electricity supply system and injected into supply system by me.</Responsive><Assertive freq=""1"">You offer indeed a section for photovoltaic but in my opinion there is inevitably an fault created in your evaluation indeed i have two direction meter for measuring the electricity consumped from electricity supply system and injected into supply system by me.</Assertive></Sentence><Sentence id=""587""><Descriptive freq=""1"">But when i enter the data here on this page as u have scheduled you take my entries and calculate my consumptions from supply system also you take my injected electricity to calculate the output from my photovoltaic device.</Descriptive><POS_opinion freq=""2"">But when i enter the data here on this page as u have scheduled you take my entries and calculate my consumptions from supply system also you take my injected electricity to calculate the output from my photovoltaic device.</POS_opinion></Sentence><Sentence id=""589""><NEG_opinion freq=""1"">But both is wrong where is the consumption of electricity produced by myself?</NEG_opinion><Question freq=""1"">But both is wrong where is the consumption of electricity produced by myself?</Question></Sentence><Sentence id=""591""><Informative freq=""1"">For example i consumed in march 72% of total device production myself.</Informative></Sentence><Sentence id=""593""><NEG_opinion freq=""1"">This self used electricity is not shown in both meters.</NEG_opinion><POS_opinion freq=""2"">This self used electricity is not shown in both meters.</POS_opinion></Sentence><Sentence id=""595""><NEG_opinion freq=""1"">It sounds a bit like you expect the device to inject complete produced electricity that absolutly does not make sence because of current regulations.</NEG_opinion><POS_opinion freq=""3"">It sounds a bit like you expect the device to inject complete produced electricity that absolutly does not make sence because of current regulations.</POS_opinion></Sentence><Sentence id=""597""><Informative freq=""1"">The goal is self consumption!</Informative></Sentence><Sentence id=""599""><NEG_opinion freq=""1"">And that i get and others surely too to such high values since i combined a battery with the system.</NEG_opinion><Assertive freq=""1"">And that i get and others surely too to such high values since i combined a battery with the system.</Assertive><POS_opinion freq=""2"">And that i get and others surely too to such high values since i combined a battery with the system.</POS_opinion></Sentence><Sentence id=""601""><POS_opinion freq=""3"">So a field would be needed to enter absolute values and not meter readings.</POS_opinion></Sentence><Sentence id=""603""><Assertive freq=""1"">I have this values because they are collected by the system monitor of the battery.</Assertive></Sentence><Sentence id=""605""><Question freq=""1"">Do you know about this problem and do you already have solution?</Question></Sentence><Sentence id=""607""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.41333333333333333,1570,1005,0.6401273885350318,0.14634146341463414,0.27123815441976074
263,"Hello, 

I had, when it was still possible, create a few EAV analyzes but i did not save them. 
Unfortunately, I can no longer access it now. Can you provide me these analyzes again? 

Thank you and best regards",1,0.4,2,-0.4,"<Participant name=""""><Sentence id=""84""><NEG_opinion freq=""1"">Hello  I had when it was still possible create a few EAV analyzes but i did not save them.</NEG_opinion><Descriptive freq=""1"">Hello  I had when it was still possible create a few EAV analyzes but i did not save them.</Descriptive><Assertive freq=""1"">Hello  I had when it was still possible create a few EAV analyzes but i did not save them.</Assertive><POS_opinion freq=""2"">Hello  I had when it was still possible create a few EAV analyzes but i did not save them.</POS_opinion></Sentence><Sentence id=""86""><Assertive freq=""1"">Unfortunately I can no longer access it now.</Assertive></Sentence><Sentence id=""88""><Question freq=""1"">Can you provide me these analyzes again?</Question></Sentence><Sentence id=""90""><POS_opinion freq=""1"">Thank you and best regards</POS_opinion><Thank freq=""1"">Thank you and best regards</Thank></Sentence></Participant>",0.4525,211,84,0.3981042654028436,0.0,0.0
187,"Hello,
in ""mobility"" section, is there a possibility to export the fuel costs similar to the time and mileage (CSV)?
Thank you and greetings",0,0.0,1,-0.4,"<Participant name=""""><Sentence id=""50""><Question freq=""1"">Hello in mobility section is there a possibility to export the fuel costs similar to the time and mileage CSV? Thank you and greetings</Question><Thank freq=""1"">Hello in mobility section is there a possibility to export the fuel costs similar to the time and mileage CSV? Thank you and greetings</Thank></Sentence></Participant>",0.13,140,110,0.7857142857142857,0.07142857142857142,0.0939795918367347
243,"Dear Ladies and Gentlemen,
I want to delete the energy savings account.
Thank you very much",1,0.4,1,-0.4,"<Participant name=""""><Sentence id=""34""><Requirement freq=""1"">Dear Ladies and Gentlemen I want to delete the energy savings account.</Requirement></Sentence><Sentence id=""36""><POS_opinion freq=""2"">Thank you very much</POS_opinion><Thank freq=""1"">Thank you very much</Thank></Sentence></Participant>",1.0,91,70,0.7692307692307693,0.0,0.0
288,"In our apartment facility I have an violation of the EnEV, § 14 (4) ""circulation pump operation"" detected (energy waste). ""The enforcement of the EnEV, falls within the competence of the lower building authorities"" send me the Erlangen Department of Works Subject matter management; together with a copy of the Enforcement Vo.ZVEnEV. But it was not told what I have to do now to ensure that the violation will be checked and then be stopped by the building authority.
How should I proceed now ???",0,0.0,3,-0.4000000000000001,"<Participant name=""""><Sentence id=""179""><Assertive freq=""1"">In our apartment facility I have an violation of the EnEV § 14 4 circulation pump operation detected energy waste.</Assertive><POS_opinion freq=""2"">In our apartment facility I have an violation of the EnEV § 14 4 circulation pump operation detected energy waste.</POS_opinion></Sentence><Sentence id=""181""><POS_opinion freq=""2"">The enforcement of the EnEV falls within the competence of the lower building authorities send me the Erlangen Department of Works Subject matter management; together with a copy of the Enforcement Vo.ZVEnEV.</POS_opinion></Sentence><Sentence id=""183""><NEG_opinion freq=""1"">But it was not told what I have to do now to ensure that the violation will be checked and then be stopped by the building authority.</NEG_opinion><Assertive freq=""1"">But it was not told what I have to do now to ensure that the violation will be checked and then be stopped by the building authority.</Assertive></Sentence><Sentence id=""185""><Question freq=""1"">How should I proceed now?? ?</Question></Sentence></Participant>",0.5499999999999999,496,455,0.9173387096774194,0.0,0.0
124,"Hello,
As I have told you a few weeks ago, that impossible values will shown in the heating section diagram. Until July, the fuel levels are shown correctly. In August no consumption is shown although the fuel level decreased by 25 liters. In September, we consume 10 liters. On the heating side, consumption of 8800 kWh appears instead. This corresponds roughly to our annual consumption but it will be shown as our monthly consumption. It would be great to be able to gain 9072 kWh of heat energy from 10 liters of heating oil. Please correct your calculations.
Best regards",1,0.4,6,-0.39999999999999997,"<Participant name=""""><Sentence id=""209""><NEG_opinion freq=""1"">Hello As I have told you a few weeks ago that impossible values will shown in the heating section diagram.</NEG_opinion><Assertive freq=""1"">Hello As I have told you a few weeks ago that impossible values will shown in the heating section diagram.</Assertive></Sentence><Sentence id=""211""><Informative freq=""1"">Until July the fuel levels are shown correctly.</Informative></Sentence><Sentence id=""213""><NEG_opinion freq=""1"">In August no consumption is shown although the fuel level decreased by 25 liters.</NEG_opinion><POS_opinion freq=""2"">In August no consumption is shown although the fuel level decreased by 25 liters.</POS_opinion></Sentence><Sentence id=""215""><Informative freq=""1"">In September we consume 10 liters.</Informative></Sentence><Sentence id=""217""><Informative freq=""1"">On the heating side consumption of 8800 kWh appears instead.</Informative></Sentence><Sentence id=""219""><Informative freq=""1"">This corresponds roughly to our annual consumption but it will be shown as our monthly consumption.</Informative></Sentence><Sentence id=""221""><Requirement freq=""1"">It would be great to be able to gain 9072 kWh of heat energy from 10 liters of heating oil.</Requirement><POS_opinion freq=""1"">It would be great to be able to gain 9072 kWh of heat energy from 10 liters of heating oil.</POS_opinion></Sentence><Sentence id=""223""><POS_opinion freq=""2"">Please correct your calculations.</POS_opinion></Sentence><Sentence id=""225""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.88,576,427,0.7413194444444444,0.2,0.4842638888888889
247,"Hello,
I am an Austrian and we have 4-digit zip codes. Does the whole thing only works for Germany, or is there a way to use it for Austria too?
Best regards",0,0.0,2,-0.4,"<Participant name=""""><Sentence id=""69""><Informative freq=""1"">Hello I am an Austrian and we have 4 digit zip codes.</Informative></Sentence><Sentence id=""71""><Question freq=""2"">Does the whole thing only works for Germany or is there a way to use it for Austria too?</Question></Sentence><Sentence id=""73""><Informative freq=""1"">Best regards</Informative></Sentence></Participant>",0.13,157,141,0.8980891719745223,0.0,0.0
127,"Consumption for heating is misrepresented on the chart. The June consumption is obviously completely assigned to the last day in May. For April and May, it seems to be similar. 
Greetings",0,0.0,2,-0.4,"<Participant name=""""><Sentence id=""66""><POS_opinion freq=""1"">Consumption for heating is misrepresented on the chart.</POS_opinion></Sentence><Sentence id=""68""><NEG_opinion freq=""1"">The June consumption is obviously completely assigned to the last day in May.</NEG_opinion></Sentence><Sentence id=""70""><Informative freq=""1"">For April and May it seems to be similar.</Informative></Sentence><Sentence id=""72""><Informative freq=""1"">Greetings</Informative></Sentence></Participant>",0.0,187,132,0.7058823529411765,0.4444444444444444,0.49150326797385624
